name;state
Vetschau/Spreewald;Brandenburg
Altdöbern;Brandenburg
Bronkow;Brandenburg
Luckaitztal;Brandenburg
Rostock;Mecklenburg-Vorpommern
Schwerin;Mecklenburg-Vorpommern
Dargun;Mecklenburg-Vorpommern
Demmin;Mecklenburg-Vorpommern
Feldberger Seenlandschaft;Mecklenburg-Vorpommern
Neubrandenburg;Mecklenburg-Vorpommern
Neustrelitz;Mecklenburg-Vorpommern
Waren (Müritz);Mecklenburg-Vorpommern
Beggerow;Mecklenburg-Vorpommern
Borrentin;Mecklenburg-Vorpommern
Hohenbollentin;Mecklenburg-Vorpommern
Hohenmocker;Mecklenburg-Vorpommern
Kentzlin;Mecklenburg-Vorpommern
Kletzin;Mecklenburg-Vorpommern
Lindenberg;Mecklenburg-Vorpommern
Meesiger;Mecklenburg-Vorpommern
Nossendorf;Mecklenburg-Vorpommern
Sarow;Mecklenburg-Vorpommern
Schönfeld;Mecklenburg-Vorpommern
Siedenbrünzow;Mecklenburg-Vorpommern
Sommersdorf;Mecklenburg-Vorpommern
Utzedel;Mecklenburg-Vorpommern
Verchen;Mecklenburg-Vorpommern
Warrenzin;Mecklenburg-Vorpommern
Datzetal;Mecklenburg-Vorpommern
Friedland;Mecklenburg-Vorpommern
Galenbeck;Mecklenburg-Vorpommern
Genzkow;Mecklenburg-Vorpommern
Basedow;Mecklenburg-Vorpommern
Duckow;Mecklenburg-Vorpommern
Faulenrost;Mecklenburg-Vorpommern
Gielow;Mecklenburg-Vorpommern
Kummerow;Mecklenburg-Vorpommern
Malchin;Mecklenburg-Vorpommern
Neukalen;Mecklenburg-Vorpommern
Alt Schwerin;Mecklenburg-Vorpommern
Fünfseen;Mecklenburg-Vorpommern
Göhren-Lebbin;Mecklenburg-Vorpommern
Malchow;Mecklenburg-Vorpommern
Nossentiner Hütte;Mecklenburg-Vorpommern
Penkow;Mecklenburg-Vorpommern
Silz;Mecklenburg-Vorpommern
Walow;Mecklenburg-Vorpommern
Zislow;Mecklenburg-Vorpommern
Mirow;Mecklenburg-Vorpommern
Priepert;Mecklenburg-Vorpommern
Wesenberg;Mecklenburg-Vorpommern
Wustrow;Mecklenburg-Vorpommern
Blankensee;Mecklenburg-Vorpommern
Blumenholz;Mecklenburg-Vorpommern
Carpin;Mecklenburg-Vorpommern
Godendorf;Mecklenburg-Vorpommern
Grünow;Mecklenburg-Vorpommern
Hohenzieritz;Mecklenburg-Vorpommern
Klein Vielen;Mecklenburg-Vorpommern
Kratzeburg;Mecklenburg-Vorpommern
Möllenbeck;Mecklenburg-Vorpommern
Userin;Mecklenburg-Vorpommern
Wokuhl-Dabelow;Mecklenburg-Vorpommern
Beseritz;Mecklenburg-Vorpommern
Blankenhof;Mecklenburg-Vorpommern
Brunn;Mecklenburg-Vorpommern
Neddemin;Mecklenburg-Vorpommern
Neuenkirchen;Mecklenburg-Vorpommern
Neverin;Mecklenburg-Vorpommern
Sponholz;Mecklenburg-Vorpommern
Staven;Mecklenburg-Vorpommern
Trollenhagen;Mecklenburg-Vorpommern
Woggersin;Mecklenburg-Vorpommern
Wulkenzin;Mecklenburg-Vorpommern
Zirzow;Mecklenburg-Vorpommern
Ankershagen;Mecklenburg-Vorpommern
Möllenhagen;Mecklenburg-Vorpommern
Penzlin;Mecklenburg-Vorpommern
Kuckssee;Mecklenburg-Vorpommern
Altenhof;Mecklenburg-Vorpommern
Bollewick;Mecklenburg-Vorpommern
Buchholz;Mecklenburg-Vorpommern
Bütow;Mecklenburg-Vorpommern
Fincken;Mecklenburg-Vorpommern
Gotthun;Mecklenburg-Vorpommern
Grabow-Below;Mecklenburg-Vorpommern
Groß Kelle;Mecklenburg-Vorpommern
Kieve;Mecklenburg-Vorpommern
Lärz;Mecklenburg-Vorpommern
Leizen;Mecklenburg-Vorpommern
Ludorf;Mecklenburg-Vorpommern
Massow;Mecklenburg-Vorpommern
Melz;Mecklenburg-Vorpommern
Priborn;Mecklenburg-Vorpommern
Rechlin;Mecklenburg-Vorpommern
Röbel/Müritz;Mecklenburg-Vorpommern
Schwarz;Mecklenburg-Vorpommern
Sietow;Mecklenburg-Vorpommern
Stuer;Mecklenburg-Vorpommern
Vipperow;Mecklenburg-Vorpommern
Wredenhagen;Mecklenburg-Vorpommern
Zepkow;Mecklenburg-Vorpommern
Grabowhöfe;Mecklenburg-Vorpommern
Groß Plasten;Mecklenburg-Vorpommern
Hohen Wangelin;Mecklenburg-Vorpommern
Jabel;Mecklenburg-Vorpommern
Kargow;Mecklenburg-Vorpommern
Klink;Mecklenburg-Vorpommern
Klocksin;Mecklenburg-Vorpommern
Moltzow;Mecklenburg-Vorpommern
Torgelow am See;Mecklenburg-Vorpommern
Varchentin;Mecklenburg-Vorpommern
Vollrathsruhe;Mecklenburg-Vorpommern
Peenehagen;Mecklenburg-Vorpommern
Schloen-Dratow;Mecklenburg-Vorpommern
Burg Stargard;Mecklenburg-Vorpommern
Cölpin;Mecklenburg-Vorpommern
Groß Nemerow;Mecklenburg-Vorpommern
Holldorf;Mecklenburg-Vorpommern
Lindetal;Mecklenburg-Vorpommern
Pragsdorf;Mecklenburg-Vorpommern
Bredenfelde;Mecklenburg-Vorpommern
Briggow;Mecklenburg-Vorpommern
Grammentin;Mecklenburg-Vorpommern
Gülzow;Mecklenburg-Vorpommern
Ivenack;Mecklenburg-Vorpommern
Jürgenstorf;Mecklenburg-Vorpommern
Kittendorf;Mecklenburg-Vorpommern
Knorrendorf;Mecklenburg-Vorpommern
Mölln;Mecklenburg-Vorpommern
Ritzerow;Mecklenburg-Vorpommern
Rosenow;Mecklenburg-Vorpommern
Stavenhagen;Mecklenburg-Vorpommern
Zettemin;Mecklenburg-Vorpommern
Altenhagen;Mecklenburg-Vorpommern
Altentreptow;Mecklenburg-Vorpommern
Bartow;Mecklenburg-Vorpommern
Breesen;Mecklenburg-Vorpommern
Breest;Mecklenburg-Vorpommern
Burow;Mecklenburg-Vorpommern
Gnevkow;Mecklenburg-Vorpommern
Golchen;Mecklenburg-Vorpommern
Grapzow;Mecklenburg-Vorpommern
Grischow;Mecklenburg-Vorpommern
Groß Teetzleben;Mecklenburg-Vorpommern
Gültz;Mecklenburg-Vorpommern
Kriesow;Mecklenburg-Vorpommern
Pripsleben;Mecklenburg-Vorpommern
Röckwitz;Mecklenburg-Vorpommern
Siedenbollentin;Mecklenburg-Vorpommern
Tützpatz;Mecklenburg-Vorpommern
Werder;Mecklenburg-Vorpommern
Wildberg;Mecklenburg-Vorpommern
Wolde;Mecklenburg-Vorpommern
Groß Miltzow;Mecklenburg-Vorpommern
Kublank;Mecklenburg-Vorpommern
Neetzka;Mecklenburg-Vorpommern
Petersdorf;Mecklenburg-Vorpommern
Schönbeck;Mecklenburg-Vorpommern
Schönhausen;Mecklenburg-Vorpommern
Voigtsdorf;Mecklenburg-Vorpommern
Woldegk;Mecklenburg-Vorpommern
Bad Doberan;Mecklenburg-Vorpommern
Dummerstorf;Mecklenburg-Vorpommern
Graal-Müritz;Mecklenburg-Vorpommern
Güstrow;Mecklenburg-Vorpommern
Kröpelin;Mecklenburg-Vorpommern
Kühlungsborn;Mecklenburg-Vorpommern
Neubukow;Mecklenburg-Vorpommern
Sanitz;Mecklenburg-Vorpommern
Satow;Mecklenburg-Vorpommern
Teterow;Mecklenburg-Vorpommern
Admannshagen-Bargeshagen;Mecklenburg-Vorpommern
Bartenshagen-Parkentin;Mecklenburg-Vorpommern
Börgerende-Rethwisch;Mecklenburg-Vorpommern
Hohenfelde;Mecklenburg-Vorpommern
Nienhagen;Mecklenburg-Vorpommern
Reddelich;Mecklenburg-Vorpommern
Retschow;Mecklenburg-Vorpommern
Steffenshagen;Mecklenburg-Vorpommern
Wittenbeck;Mecklenburg-Vorpommern
Baumgarten;Mecklenburg-Vorpommern
Bernitt;Mecklenburg-Vorpommern
Bützow;Mecklenburg-Vorpommern
Dreetz;Mecklenburg-Vorpommern
Jürgenshagen;Mecklenburg-Vorpommern
Klein Belitz;Mecklenburg-Vorpommern
Penzin;Mecklenburg-Vorpommern
Rühn;Mecklenburg-Vorpommern
Steinhagen;Mecklenburg-Vorpommern
Tarnow;Mecklenburg-Vorpommern
Warnow;Mecklenburg-Vorpommern
Zepelin;Mecklenburg-Vorpommern
Broderstorf;Mecklenburg-Vorpommern
Poppendorf;Mecklenburg-Vorpommern
Roggentin;Mecklenburg-Vorpommern
Thulendorf;Mecklenburg-Vorpommern
Altkalen;Mecklenburg-Vorpommern
Behren-Lübchin;Mecklenburg-Vorpommern
Boddin;Mecklenburg-Vorpommern
Finkenthal;Mecklenburg-Vorpommern
Gnoien;Mecklenburg-Vorpommern
Lühburg;Mecklenburg-Vorpommern
Walkendorf;Mecklenburg-Vorpommern
Chemnitz;Sachsen
Amtsberg;Sachsen
Annaberg-Buchholz;Sachsen
Aue;Sachsen
Bad Schlema;Sachsen
Breitenbrunn/Erzgeb.;Sachsen
Crottendorf;Sachsen
Drebach;Sachsen
Ehrenfriedersdorf;Sachsen
Eibenstock;Sachsen
Gelenau/Erzgeb.;Sachsen
Großolbersdorf;Sachsen
Großrückerswalde;Sachsen
Grünhain-Beierfeld;Sachsen
Hohndorf;Sachsen
Jahnsdorf/Erzgeb.;Sachsen
Johanngeorgenstadt;Sachsen
Jöhstadt;Sachsen
Lauter-Bernsbach;Sachsen
Lößnitz;Sachsen
Marienberg;Sachsen
Mildenau;Sachsen
Neukirchen/Erzgeb.;Sachsen
Oberwiesenthal;Sachsen
Oelsnitz/Erzgeb.;Sachsen
Olbernhau;Sachsen
Pockau-Lengefeld;Sachsen
Raschau-Markersbach;Sachsen
Schneeberg;Sachsen
Schönheide;Sachsen
Schwarzenberg/Erzgeb.;Sachsen
Sehmatal;Sachsen
Stützengrün;Sachsen
Thalheim/Erzgeb.;Sachsen
Thermalbad Wiesenbad;Sachsen
Thum;Sachsen
Wolkenstein;Sachsen
Bärenstein;Sachsen
Königswalde;Sachsen
Auerbach;Sachsen
Burkhardtsdorf;Sachsen
Gornsdorf;Sachsen
Geyer;Sachsen
Tannenberg;Sachsen
Lugau/Erzgeb.;Sachsen
Niederwürschnitz;Sachsen
Scheibenberg;Sachsen
Schlettau;Sachsen
Deutschneudorf;Sachsen
Heidersdorf;Sachsen
Seiffen/Erzgeb.;Sachsen
Niederdorf;Sachsen
Stollberg/Erzgeb.;Sachsen
Gornau/Erzgeb.;Sachsen
Zschopau;Sachsen
Bockau;Sachsen
Zschorlau;Sachsen
Elterlein;Sachsen
Zwönitz;Sachsen
Börnichen/Erzgeb.;Sachsen
Grünhainichen;Sachsen
Augustusburg;Sachsen
Bobritzsch-Hilbersdorf;Sachsen
Brand-Erbisdorf;Sachsen
Claußnitz;Sachsen
Döbeln;Sachsen
Eppendorf;Sachsen
Erlau;Sachsen
Flöha;Sachsen
Frankenberg/Sa.;Sachsen
Frauenstein;Sachsen
Freiberg;Sachsen
Geringswalde;Sachsen
Großhartmannsdorf;Sachsen
Großschirma;Sachsen
Großweitzschen;Sachsen
Hainichen;Sachsen
Halsbrücke;Sachsen
Hartha;Sachsen
Hartmannsdorf;Sachsen
Königshain-Wiederau;Sachsen
Kriebstein;Sachsen
Leisnig;Sachsen
Leubsdorf;Sachsen
Lichtenau;Sachsen
Lunzenau;Sachsen
Mulda/Sa.;Sachsen
Neuhausen/Erzgeb.;Sachsen
Niederwiesa;Sachsen
Oberschöna;Sachsen
Oederan;Sachsen
Penig;Sachsen
Rechenberg-Bienenmühle;Sachsen
Reinsberg;Sachsen
Rossau;Sachsen
Roßwein;Sachsen
Striegistal;Sachsen
Waldheim;Sachsen
Wechselburg;Sachsen
Burgstädt;Sachsen
Mühlau;Sachsen
Taura;Sachsen
Lichtenberg/Erzgeb.;Sachsen
Weißenborn/Erzgeb.;Sachsen
Altmittweida;Sachsen
Mittweida;Sachsen
Ostrau;Sachsen
Zschaitz-Ottewig;Sachsen
Königsfeld;Sachsen
Rochlitz;Sachsen
Seelitz;Sachsen
Zettlitz;Sachsen
Dorfchemnitz;Sachsen
Sayda;Sachsen
Adorf/Vogtl.;Sachsen
Auerbach/Vogtl.;Sachsen
Bad Brambach;Sachsen
Bad Elster;Sachsen
Ellefeld;Sachsen
Elsterberg;Sachsen
Klingenthal;Sachsen
Lengenfeld;Sachsen
Markneukirchen;Sachsen
Muldenhammer;Sachsen
Neumark;Sachsen
Pausa-Mühltroff;Sachsen
Plauen;Sachsen
Pöhl;Sachsen
Rodewisch;Sachsen
Rosenbach/Vogtl.;Sachsen
Steinberg;Sachsen
Weischlitz;Sachsen
Falkenstein/Vogtl.;Sachsen
Grünbach;Sachsen
Neustadt/Vogtl.;Sachsen
Limbach;Sachsen
Netzschkau;Sachsen
Bösenbrunn;Sachsen
Eichigt;Sachsen
Oelsnitz/Vogtl.;Sachsen
Triebel/Vogtl.;Sachsen
Heinsdorfergrund;Sachsen
Reichenbach im Vogtland;Sachsen
Mühlental;Sachsen
Schöneck/Vogtl.;Sachsen
Neuensalz;Sachsen
Treuen;Sachsen
Bergen;Sachsen
Theuma;Sachsen
Tirpersdorf;Sachsen
Werda;Sachsen
Callenberg;Sachsen
Fraureuth;Sachsen
Gersdorf;Sachsen
Glauchau;Sachsen
Hartenstein;Sachsen
Hohenstein-Ernstthal;Sachsen
Langenbernsdorf;Sachsen
Langenweißbach;Sachsen
Lichtentanne;Sachsen
Mülsen;Sachsen
Neukirchen/Pleiße;Sachsen
Oberlungwitz;Sachsen
Reinsdorf;Sachsen
Werdau;Sachsen
Wildenfels;Sachsen
Wilkau-Haßlau;Sachsen
Zwickau;Sachsen
Crimmitschau;Sachsen
Dennheritz;Sachsen
Crinitzberg;Sachsen
Hartmannsdorf b. Kirchberg;Sachsen
Hirschfeld;Sachsen
Kirchberg;Sachsen
Limbach-Oberfrohna;Sachsen
Niederfrohna;Sachsen
Meerane;Sachsen
Schönberg;Sachsen
Bernsdorf;Sachsen
Lichtenstein/Sa.;Sachsen
St. Egidien;Sachsen
Oberwiera;Sachsen
Remse;Sachsen
Waldenburg;Sachsen
Dresden;Sachsen
Arnsdorf;Sachsen
Bautzen;Sachsen
Bernsdorf;Sachsen
Burkau;Sachsen
Cunewalde;Sachsen
Demitz-Thumitz;Sachsen
Doberschau-Gaußig;Sachsen
Elsterheide;Sachsen
Elstra;Sachsen
Göda;Sachsen
Großdubrau;Sachsen
Großröhrsdorf;Sachsen
Haselbachtal;Sachsen
Hochkirch;Sachsen
Hoyerswerda;Sachsen
Dessau-Roßlau;Sachsen-Anhalt
Halle (Saale);Sachsen-Anhalt
Magdeburg;Sachsen-Anhalt
Arendsee (Altmark);Sachsen-Anhalt
Gardelegen;Sachsen-Anhalt
Kalbe (Milde);Sachsen-Anhalt
Klötze;Sachsen-Anhalt
Salzwedel;Sachsen-Anhalt
Apenburg-Winterfeld;Sachsen-Anhalt
Beetzendorf;Sachsen-Anhalt
Dähre;Sachsen-Anhalt
Diesdorf;Sachsen-Anhalt
Jübar;Sachsen-Anhalt
Kuhfelde;Sachsen-Anhalt
Rohrberg;Sachsen-Anhalt
Wallstawe;Sachsen-Anhalt
Aken (Elbe);Sachsen-Anhalt
Bitterfeld-Wolfen;Sachsen-Anhalt
Köthen (Anhalt);Sachsen-Anhalt
Muldestausee;Sachsen-Anhalt
Osternienburger Land;Sachsen-Anhalt
Raguhn-Jeßnitz;Sachsen-Anhalt
Sandersdorf-Brehna;Sachsen-Anhalt
Südliches Anhalt;Sachsen-Anhalt
Zerbst/Anhalt;Sachsen-Anhalt
Zörbig;Sachsen-Anhalt
Barleben;Sachsen-Anhalt
Haldensleben;Sachsen-Anhalt
Hohe Börde;Sachsen-Anhalt
Niedere Börde;Sachsen-Anhalt
Oebisfelde-Weferlingen;Sachsen-Anhalt
Oschersleben (Bode);Sachsen-Anhalt
Sülzetal;Sachsen-Anhalt
Wanzleben-Börde;Sachsen-Anhalt
Wolmirstedt;Sachsen-Anhalt
Angern;Sachsen-Anhalt
Burgstall;Sachsen-Anhalt
Colbitz;Sachsen-Anhalt
Loitsche-Heinrichsberg;Sachsen-Anhalt
Rogätz;Sachsen-Anhalt
Westheide;Sachsen-Anhalt
Zielitz;Sachsen-Anhalt
Altenhausen;Sachsen-Anhalt
Beendorf;Sachsen-Anhalt
Bülstringen;Sachsen-Anhalt
Calvörde;Sachsen-Anhalt
Erxleben;Sachsen-Anhalt
Flechtingen;Sachsen-Anhalt
Ingersleben;Sachsen-Anhalt
Eilsleben;Sachsen-Anhalt
Harbke;Sachsen-Anhalt
Hötensleben;Sachsen-Anhalt
Sommersdorf;Sachsen-Anhalt
Ummendorf;Sachsen-Anhalt
Völpke;Sachsen-Anhalt
Wefensleben;Sachsen-Anhalt
Am Großen Bruch;Sachsen-Anhalt
Ausleben;Sachsen-Anhalt
Gröningen;Sachsen-Anhalt
Kroppenstedt;Sachsen-Anhalt
Elsteraue;Sachsen-Anhalt
Hohenmölsen;Sachsen-Anhalt
Lützen;Sachsen-Anhalt
Naumburg (Saale);Sachsen-Anhalt
Teuchern;Sachsen-Anhalt
Weißenfels;Sachsen-Anhalt
Zeitz;Sachsen-Anhalt
An der Poststraße;Sachsen-Anhalt
Bad Bibra;Sachsen-Anhalt
Eckartsberga;Sachsen-Anhalt
Finne;Sachsen-Anhalt
Finneland;Sachsen-Anhalt
Kaiserpfalz;Sachsen-Anhalt
Lanitz-Hassel-Tal;Sachsen-Anhalt
Droyßig;Sachsen-Anhalt
Gutenborn;Sachsen-Anhalt
Kretzschau;Sachsen-Anhalt
Schnaudertal;Sachsen-Anhalt
Wetterzeube;Sachsen-Anhalt
Balgstädt;Sachsen-Anhalt
Freyburg (Unstrut);Sachsen-Anhalt
Gleina;Sachsen-Anhalt
Goseck;Sachsen-Anhalt
Karsdorf;Sachsen-Anhalt
Laucha an der Unstrut;Sachsen-Anhalt
Nebra (Unstrut);Sachsen-Anhalt
Meineweh;Sachsen-Anhalt
Mertendorf;Sachsen-Anhalt
Molauer Land;Sachsen-Anhalt
Osterfeld;Sachsen-Anhalt
Schönburg;Sachsen-Anhalt
Stößen;Sachsen-Anhalt
Wethau;Sachsen-Anhalt
Ballenstedt;Sachsen-Anhalt
Blankenburg (Harz);Sachsen-Anhalt
Falkenstein/Harz;Sachsen-Anhalt
Halberstadt;Sachsen-Anhalt
Harzgerode;Sachsen-Anhalt
Huy;Sachsen-Anhalt
Ilsenburg (Harz);Sachsen-Anhalt
Nordharz;Sachsen-Anhalt
Oberharz am Brocken;Sachsen-Anhalt
Osterwieck;Sachsen-Anhalt
Quedlinburg;Sachsen-Anhalt
Thale;Sachsen-Anhalt
Wernigerode;Sachsen-Anhalt
Ditfurt;Sachsen-Anhalt
Groß Quenstedt;Sachsen-Anhalt
Harsleben;Sachsen-Anhalt
Hedersleben;Sachsen-Anhalt
Schwanebeck;Sachsen-Anhalt
Selke-Aue;Sachsen-Anhalt
Wegeleben;Sachsen-Anhalt
Biederitz;Sachsen-Anhalt
Burg;Sachsen-Anhalt
Elbe-Parey;Sachsen-Anhalt
Genthin;Sachsen-Anhalt
Gommern;Sachsen-Anhalt
Jerichow;Sachsen-Anhalt
Möckern;Sachsen-Anhalt
Möser;Sachsen-Anhalt
Allstedt;Sachsen-Anhalt
Arnstein;Sachsen-Anhalt
Eisleben;Sachsen-Anhalt
Gerbstedt;Sachsen-Anhalt
Hettstedt;Sachsen-Anhalt
Mansfeld;Sachsen-Anhalt
Sangerhausen;Sachsen-Anhalt
Seegebiet Mansfelder Land;Sachsen-Anhalt
Südharz;Sachsen-Anhalt
Berga;Sachsen-Anhalt
Brücken-Hackpfüffel;Sachsen-Anhalt
Edersleben;Sachsen-Anhalt
Kelbra (Kyffhäuser);Sachsen-Anhalt
Wallhausen;Sachsen-Anhalt
Ahlsdorf;Sachsen-Anhalt
Benndorf;Sachsen-Anhalt
Blankenheim;Sachsen-Anhalt
Bornstedt;Sachsen-Anhalt
Helbra;Sachsen-Anhalt
Hergisdorf;Sachsen-Anhalt
Klostermansfeld;Sachsen-Anhalt
Wimmelburg;Sachsen-Anhalt
Bad Dürrenberg;Sachsen-Anhalt
Bad Lauchstädt;Sachsen-Anhalt
Braunsbedra;Sachsen-Anhalt
Kabelsketal;Sachsen-Anhalt
Landsberg;Sachsen-Anhalt
Leuna;Sachsen-Anhalt
Wettin-Löbejün;Sachsen-Anhalt
Merseburg;Sachsen-Anhalt
Mücheln (Geiseltal);Sachsen-Anhalt
Petersberg;Sachsen-Anhalt
Querfurt;Sachsen-Anhalt
Salzatal;Sachsen-Anhalt
Schkopau;Sachsen-Anhalt
Teutschenthal;Sachsen-Anhalt
Barnstädt;Sachsen-Anhalt
Farnstädt;Sachsen-Anhalt
Nemsdorf-Göhrendorf;Sachsen-Anhalt
Obhausen;Sachsen-Anhalt
Schraplau;Sachsen-Anhalt
Steigra;Sachsen-Anhalt
Aschersleben;Sachsen-Anhalt
Barby;Sachsen-Anhalt
Bernburg (Saale);Sachsen-Anhalt
Bördeland;Sachsen-Anhalt
Calbe (Saale);Sachsen-Anhalt
Hecklingen;Sachsen-Anhalt
Könnern;Sachsen-Anhalt
Nienburg (Saale);Sachsen-Anhalt
Schönebeck (Elbe);Sachsen-Anhalt
Seeland;Sachsen-Anhalt
Staßfurt;Sachsen-Anhalt
Bördeaue;Sachsen-Anhalt
Börde-Hakel;Sachsen-Anhalt
Borne;Sachsen-Anhalt
Egeln;Sachsen-Anhalt
Wolmirsleben;Sachsen-Anhalt
Alsleben (Saale);Sachsen-Anhalt
Giersleben;Sachsen-Anhalt
Güsten;Sachsen-Anhalt
Ilberstedt;Sachsen-Anhalt
Plötzkau;Sachsen-Anhalt
Bismark (Altmark);Sachsen-Anhalt
Havelberg;Sachsen-Anhalt
Osterburg (Altmark);Sachsen-Anhalt
Stendal;Sachsen-Anhalt
Tangerhütte;Sachsen-Anhalt
Tangermünde;Sachsen-Anhalt
Arneburg;Sachsen-Anhalt
Eichstedt (Altmark);Sachsen-Anhalt
Goldbeck;Sachsen-Anhalt
Hassel;Sachsen-Anhalt
Hohenberg-Krusemark;Sachsen-Anhalt
Iden;Sachsen-Anhalt
Rochau;Sachsen-Anhalt
Werben (Elbe);Sachsen-Anhalt
Kamern;Sachsen-Anhalt
Klietz;Sachsen-Anhalt
Erfurt;Thüringen
Gera;Thüringen
Jena;Thüringen
Suhl;Thüringen
Weimar;Thüringen
Eisenach;Thüringen
Heilbad Heiligenstadt;Thüringen
Leinefelde-Worbis;Thüringen
Am Ohmberg;Thüringen
Sonnenstein;Thüringen
Berlingerode;Thüringen
Brehme;Thüringen
Ecklingerode;Thüringen
Ferna;Thüringen
Tastungen;Thüringen
Wehnde;Thüringen
Teistungen;Thüringen
Dingelstädt;Thüringen
Helmsdorf;Thüringen
Kallmerode;Thüringen
Kefferhausen;Thüringen
Kreuzebra;Thüringen
Silberhausen;Thüringen
Deuna;Thüringen
Gerterode;Thüringen
Hausen;Thüringen
Kleinbartloff;Thüringen
Niederorschel;Thüringen
Breitenworbis;Thüringen
Buhla;Thüringen
Gernrode;Thüringen
Haynrode;Thüringen
Kirchworbis;Thüringen
Arenshausen;Thüringen
Bornhagen;Thüringen
Burgwalde;Thüringen
Freienhagen;Thüringen
Fretterode;Thüringen
Gerbershausen;Thüringen
Hohengandern;Thüringen
Kirchgandern;Thüringen
Lindewerra;Thüringen
Marth;Thüringen
Rohrberg;Thüringen
Rustenfelde;Thüringen
Schachtebich;Thüringen
Wahlhausen;Thüringen
Bodenrode-Westhausen;Thüringen
Geisleden;Thüringen
Glasehausen;Thüringen
Heuthen;Thüringen
Hohes Kreuz;Thüringen
Reinholterode;Thüringen
Steinbach;Thüringen
Wingerode;Thüringen
Asbach-Sickenberg;Thüringen
Birkenfelde;Thüringen
Dietzenrode/Vatterode;Thüringen
Eichstruth;Thüringen
Lenterode;Thüringen
Lutter;Thüringen
Mackenrode;Thüringen
Röhrig;Thüringen
Schönhagen;Thüringen
Steinheuterode;Thüringen
Thalwenden;Thüringen
Uder;Thüringen
Wüstheuterode;Thüringen
Büttstedt;Thüringen
Effelder;Thüringen
Großbartloff;Thüringen
Küllstedt;Thüringen
Wachstedt;Thüringen
Bernterode (bei Heilbad Heiligenstadt);Thüringen
Dieterode;Thüringen
Geismar;Thüringen
Kella;Thüringen
Krombach;Thüringen
Pfaffschwende;Thüringen
Schwobfeld;Thüringen
Sickerode;Thüringen
Volkerode;Thüringen
Wiesenfeld;Thüringen
Schimberg;Thüringen
Ellrich;Thüringen
Nordhausen;Thüringen
Sollstedt;Thüringen
Hohenstein;Thüringen
Werther;Thüringen
Harztor;Thüringen
Großlohra;Thüringen
Hainrode/Hainleite;Thüringen
Kleinfurra;Thüringen
Nohra;Thüringen
Wipperdorf;Thüringen
Wolkramshausen;Thüringen
Bleicherode;Thüringen
Etzelsrode;Thüringen
Friedrichsthal;Thüringen
Kehmstedt;Thüringen
Kleinbodungen;Thüringen
Kraja;Thüringen
Lipprechterode;Thüringen
Niedergebra;Thüringen
Görsbach;Thüringen
Urbach;Thüringen
Heringen/Helme;Thüringen
Barchfeld-Immelborn;Thüringen
Treffurt;Thüringen
Unterbreizbach;Thüringen
Vacha;Thüringen
Wutha-Farnroda;Thüringen
Moorgrund;Thüringen
Gerstungen;Thüringen
Hörselberg-Hainich;Thüringen
Bad Liebenstein;Thüringen
Krayenberggemeinde;Thüringen
Berka/Werra;Thüringen
Dankmarshausen;Thüringen
Dippach;Thüringen
Großensee;Thüringen
Brunnhartshausen;Thüringen
Dermbach;Thüringen
Neidhartshausen;Thüringen
Oechsen;Thüringen
Stadtlengsfeld;Thüringen
Urnshausen;Thüringen
Weilar;Thüringen
Wiesenthal;Thüringen
Zella/Rhön;Thüringen
Berka v.d. Hainich;Thüringen
Bischofroda;Thüringen
Creuzburg;Thüringen
Ebenshausen;Thüringen
Frankenroda;Thüringen
Hallungen;Thüringen
Ifta;Thüringen
Krauthausen;Thüringen
Lauterbach;Thüringen
Mihla;Thüringen
Nazza;Thüringen
Bad Salzungen;Thüringen
Leimbach;Thüringen
Buttlar;Thüringen
Geisa;Thüringen
Gerstengrund;Thüringen
Schleid;Thüringen
Ruhla;Thüringen
Seebach;Thüringen
Diedorf/Rhön;Thüringen
Empfertshausen;Thüringen
Kaltennordheim;Thüringen
Bad Langensalza;Thüringen
Dünwald;Thüringen
Mühlhausen/Thüringen;Thüringen
Weinbergen;Thüringen
Unstruttal;Thüringen
Menteroda;Thüringen
Anrode;Thüringen
Bad Tennstedt;Thüringen
Ballhausen;Thüringen
Blankenburg;Thüringen
Bruchstedt;Thüringen
Haussömmern;Thüringen
Hornsömmern;Thüringen
Kirchheilingen;Thüringen
Klettstedt;Thüringen
Kutzleben;Thüringen
Mittelsömmern;Thüringen
Sundhausen;Thüringen
Tottleben;Thüringen
Urleben;Thüringen
Altengottern;Thüringen
Flarchheim;Thüringen
Großengottern;Thüringen
Heroldishausen;Thüringen
Mülverstedt;Thüringen
Schönstedt;Thüringen
Weberstedt;Thüringen
Bothenheilingen;Thüringen
Issersheilingen;Thüringen
Kleinwelsbach;Thüringen
Körner;Thüringen
Marolterode;Thüringen
Neunheilingen;Thüringen
Obermehler;Thüringen
Schlotheim;Thüringen
Großvargula;Thüringen
Herbsleben;Thüringen
Rodeberg;Thüringen
Südeichsfeld;Thüringen
Kammerforst;Thüringen
Oppershausen;Thüringen
Vogtei;Thüringen
Artern/Unstrut;Thüringen
Bad Frankenhausen/Kyffhäuser;Thüringen
Helbedündorf;Thüringen
Roßleben;Thüringen
Sondershausen;Thüringen
Kyffhäuserland;Thüringen
